attribute_name,attribute_label,attribute_type,value_type,allowed_values,module,schema_category,parents,required_context,source_of_distribution,constraint_type,is_core,description
fam_molecular_biology,Familiarity: Molecular biology,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows Molecular biology.
fam_genetics,Familiarity: Genetics,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows Genetics.
fam_biochemistry,Familiarity: Biochemistry,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows Biochemistry.
fam_organic_chemistry,Familiarity: Organic chemistry,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows Organic chemistry.
fam_physical_chemistry,Familiarity: Physical chemistry,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows Physical chemistry.
fam_particle_physics,Familiarity: Particle physics,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows Particle physics.
fam_astrophysics,Familiarity: Astrophysics,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows Astrophysics.
fam_astronomy,Familiarity: Astronomy,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows Astronomy.
fam_geology,Familiarity: Geology,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows Geology.
fam_oceanography,Familiarity: Oceanography,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows Oceanography.
fam_climate_science,Familiarity: Climate science,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows Climate science.
fam_ecology,Familiarity: Ecology,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows Ecology.
fam_sociology,Familiarity: Sociology,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows Sociology.
fam_psychology,Familiarity: Psychology,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows Psychology.
fam_cognitive_science,Familiarity: Cognitive science,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows Cognitive science.
fam_anthropology,Familiarity: Anthropology,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows Anthropology.
fam_political_science,Familiarity: Political science,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",values_beliefs,Worldview: Beliefs,"[""country"", ""age_bucket"", ""education_level"", ""religion"", ""urbanicity""]",macro_profile + survey/behavioral evidence,WVS/GSS/Pew/survey,latent_factor_conditional,false,How well the persona knows Political science.
fam_international_relations,Familiarity: International relations,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows International relations.
fam_comparative_literature,Familiarity: Comparative literature,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows Comparative literature.
fam_philosophy,Familiarity: Philosophy,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows Philosophy.
fam_ethics,Familiarity: Ethics,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows Ethics.
fam_history,Familiarity: History,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows History.
fam_archaeology,Familiarity: Archaeology,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows Archaeology.
fam_linguistics,Familiarity: Linguistics,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows Linguistics.
fam_art_history,Familiarity: Art history,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows Art history.
fam_music_theory,Familiarity: Music theory,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows Music theory.
fam_film_studies,Familiarity: Film studies,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows Film studies.
fam_architecture,Familiarity: Architecture,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows Architecture.
fam_urban_planning,Familiarity: Urban planning,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows Urban planning.
fam_landscape_design,Familiarity: Landscape design,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows Landscape design.
fam_agronomy,Familiarity: Agronomy,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows Agronomy.
fam_horticulture,Familiarity: Horticulture,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows Horticulture.
fam_veterinary_medicine,Familiarity: Veterinary medicine,ordinal,ordinal,"[""Expert"", ""Proficient"", ""Familiar"", ""Aware"", ""None""]",expertise_skills,Expertise: Domains,"[""education_level"", ""occupation_family"", ""age_bucket"", ""digital_fluency""]",macro_profile + skills/work/behavior evidence,education/work profile/survey/model-derived,module_conditional,false,How well the persona knows Veterinary medicine.
